Order ID,Order Date,Customer ID,Product ID,Quantity
GPF-43643-465,2024-05-13,75689-04211-WS,MA-075-C-16,5
GPF-43643-465,2024-05-13,75689-04211-WS,MN-000-P-24,5
GPF-43643-465,2024-05-13,75689-04211-WS,ST-025-W-20,2
GPF-43643-465,2024-05-13,75689-04211-WS,CL-000-P-16,3
COR-24658-049,2024-10-14,63876-28741-CC,PF-100-M-20,2
COR-24658-049,2024-10-14,63876-28741-CC,BS-050-C-20,4
COR-24658-049,2024-10-14,63876-28741-CC,ST-100-W-24,4
SGV-96225-148,2024-06-05,51456-15926-GS,ST-050-C-16,3
SGV-96225-148,2024-06-05,51456-15926-GS,MN-000-C-20,1
SGV-96225-148,2024-06-05,51456-15926-GS,MA-000-C-16,1
WIQ-12904-981,2024-05-30,29467-13579-RL,MA-000-W-20,4
WIQ-12904-981,2024-05-30,29467-13579-RL,MA-075-P-20,1
WIQ-12904-981,2024-05-30,29467-13579-RL,ST-075-C-16,3
MVP-98171-615,2024-04-08,29790-95805-JL,PF-100-W-16,1
MVP-98171-615,2024-04-08,29790-95805-JL,BS-025-J-16,2
MVP-98171-615,2024-04-08,29790-95805-JL,ST-000-C-24,1
MVP-98171-615,2024-04-08,29790-95805-JL,PF-025-W-24,3
MVP-98171-615,2024-04-08,29790-95805-JL,TR-025-M-24,5
OXY-19150-246,2024-06-02,87220-87165-UL,ST-075-J-20,4
OXY-19150-246,2024-06-02,87220-87165-UL,BS-100-C-20,2
OXY-19150-246,2024-06-02,87220-87165-UL,TR-050-W-16,4
OXY-19150-246,2024-06-02,87220-87165-UL,TR-100-C-16,1
OXY-19150-246,2024-06-02,87220-87165-UL,BS-075-J-24,5
NBR-03789-210,2024-03-17,26118-83390-HQ,CL-050-C-20,3
GRX-58708-744,2024-05-26,71160-57721-SM,BS-025-M-24,5
LLH-49048-118,2024-02-11,99343-13519-TK,ST-050-W-20,5
LLH-49048-118,2024-02-11,99343-13519-TK,TR-075-J-20,4
PUZ-51086-905,2024-01-06,15079-25944-FA,PF-100-M-20,4
PUZ-51086-905,2024-01-06,15079-25944-FA,ST-000-W-20,1
PUZ-51086-905,2024-01-06,15079-25944-FA,ST-100-P-20,4
PUZ-51086-905,2024-01-06,15079-25944-FA,ST-050-M-24,5
SVD-67932-735,2024-01-05,58848-09694-HD,MA-100-C-20,1
SVD-67932-735,2024-01-05,58848-09694-HD,CL-025-W-24,4
SVD-67932-735,2024-01-05,58848-09694-HD,MN-100-C-16,2
SVD-67932-735,2024-01-05,58848-09694-HD,MA-075-C-16,3
SVD-67932-735,2024-01-05,58848-09694-HD,PF-000-M-24,5
HJT-94846-976,2024-06-08,21854-23170-WS,MN-075-J-20,5
YNI-35935-459,2024-06-24,16652-16930-KF,MA-000-J-24,3
SBC-68600-527,2024-04-19,08754-78095-NE,BS-050-M-16,1
REQ-06047-035,2023-11-30,46571-61016-NO,BS-100-J-16,5
REQ-06047-035,2023-11-30,46571-61016-NO,TR-000-P-24,1
REQ-06047-035,2023-11-30,46571-61016-NO,TR-100-C-20,4
REQ-06047-035,2023-11-30,46571-61016-NO,TR-050-J-16,3
ICP-75884-228,2024-07-31,29643-12278-BL,ST-025-W-16,4
BIX-27657-533,2024-09-13,26497-30799-QL,CL-025-M-24,2
BIX-27657-533,2024-09-13,26497-30799-QL,MN-100-M-20,5
KND-92724-457,2024-09-30,01026-87876-LL,TR-025-W-16,4
EUJ-65327-462,2024-08-31,47141-70312-LL,PF-050-P-16,5
EUJ-65327-462,2024-08-31,47141-70312-LL,MN-050-C-20,2
IJH-29410-552,2024-09-20,91246-14798-SV,MA-025-J-16,2
LFT-10464-106,2024-09-29,29888-75464-DP,MN-100-C-24,2
LFT-10464-106,2024-09-29,29888-75464-DP,TR-000-P-24,5
LFT-10464-106,2024-09-29,29888-75464-DP,MN-050-J-16,5
LFT-10464-106,2024-09-29,29888-75464-DP,MA-075-W-24,5
LFT-10464-106,2024-09-29,29888-75464-DP,PF-100-P-24,4
BZF-90452-609,2024-05-13,85653-75420-XF,TR-000-P-24,2
BZF-90452-609,2024-05-13,85653-75420-XF,TR-050-M-16,3
BZF-90452-609,2024-05-13,85653-75420-XF,MA-000-J-20,4
BZF-90452-609,2024-05-13,85653-75420-XF,ST-100-P-20,3
JBL-51304-703,2024-03-19,64321-33440-GJ,MA-025-P-24,3
JBL-51304-703,2024-03-19,64321-33440-GJ,MN-075-W-20,4
JBL-51304-703,2024-03-19,64321-33440-GJ,MN-075-M-24,2
QHA-31511-962,2024-07-12,15900-42294-XZ,TR-000-W-24,4
QHA-31511-962,2024-07-12,15900-42294-XZ,MA-000-P-24,3
QHA-31511-962,2024-07-12,15900-42294-XZ,BS-075-C-24,4
ZOT-33781-863,2024-02-06,11346-97060-UX,ST-050-C-24,3
ZOT-33781-863,2024-02-06,11346-97060-UX,ST-100-P-24,4
ZOT-33781-863,2024-02-06,11346-97060-UX,TR-100-P-16,2
JLI-59957-314,2024-08-20,62799-02262-GB,TR-025-P-20,4
JYC-94895-586,2024-09-03,92763-67326-DY,MA-075-W-20,3
VVK-02032-066,2024-09-19,36552-57152-OI,ST-025-C-16,4
ZAN-91236-481,2024-05-31,01951-82885-RO,TR-000-J-16,3
ZAN-91236-481,2024-05-31,01951-82885-RO,MN-075-P-24,5
QPH-86957-645,2024-10-09,12683-56495-ZZ,BS-025-M-24,2
QPH-86957-645,2024-10-09,12683-56495-ZZ,PF-100-J-16,5
VMI-44607-940,2024-05-27,80924-08501-JG,CL-000-P-16,4
VMI-44607-940,2024-05-27,80924-08501-JG,BS-000-J-16,1
VMI-44607-940,2024-05-27,80924-08501-JG,ST-075-C-20,4
JWZ-60353-905,2024-04-10,92542-87336-ED,BS-100-W-20,3
JWZ-60353-905,2024-04-10,92542-87336-ED,TR-050-P-16,3
JWZ-60353-905,2024-04-10,92542-87336-ED,ST-100-J-20,1
XZJ-83791-744,2024-06-25,82369-58207-AD,TR-000-W-24,4
XZJ-83791-744,2024-06-25,82369-58207-AD,BS-075-M-16,5
XZJ-83791-744,2024-06-25,82369-58207-AD,MA-025-M-24,5
XZJ-83791-744,2024-06-25,82369-58207-AD,MN-075-M-16,1
SCB-21406-317,2024-10-26,68947-49867-MW,MA-050-M-16,3
SCB-21406-317,2024-10-26,68947-49867-MW,PF-000-C-16,3
MDT-49625-766,2024-09-27,28215-05259-WE,ST-025-P-24,3
MDT-49625-766,2024-09-27,28215-05259-WE,BS-000-P-16,1
IWE-52984-035,2024-08-13,01935-61053-GC,ST-100-P-16,3
IWE-52984-035,2024-08-13,01935-61053-GC,BS-025-C-24,1
IWE-52984-035,2024-08-13,01935-61053-GC,TR-050-P-20,4
EIY-15648-772,2023-11-28,60754-15115-SB,BS-050-J-20,1
EIY-15648-772,2023-11-28,60754-15115-SB,PF-100-M-20,3
THP-66818-612,2024-06-08,36097-16180-XA,PF-050-W-16,3
THP-66818-612,2024-06-08,36097-16180-XA,CL-025-C-24,5
THP-66818-612,2024-06-08,36097-16180-XA,BS-025-C-24,4
THP-66818-612,2024-06-08,36097-16180-XA,CL-100-M-20,4
WZX-67295-413,2024-04-23,08003-27917-JI,BS-075-M-16,2
WZX-67295-413,2024-04-23,08003-27917-JI,ST-075-P-20,1
WZX-67295-413,2024-04-23,08003-27917-JI,BS-050-J-24,5
GYS-22355-929,2024-06-15,85653-75420-XF,PF-025-P-20,3
GYS-22355-929,2024-06-15,85653-75420-XF,MA-050-M-16,3
GYS-22355-929,2024-06-15,85653-75420-XF,PF-100-J-16,1
GYS-22355-929,2024-06-15,85653-75420-XF,CL-100-C-24,3
RCA-92778-675,2024-09-01,02606-66179-DK,CL-050-J-20,4
RCA-92778-675,2024-09-01,02606-66179-DK,PF-050-W-16,1
RCA-92778-675,2024-09-01,02606-66179-DK,ST-075-P-16,2
RCA-92778-675,2024-09-01,02606-66179-DK,MN-100-W-24,5
PMK-55869-506,2024-01-25,83988-61648-EL,CL-075-C-24,4
PMK-55869-506,2024-01-25,83988-61648-EL,CL-100-P-20,5
MNQ-54406-667,2024-07-21,65372-30248-XI,PF-100-W-16,4
MNQ-54406-667,2024-07-21,65372-30248-XI,CL-000-P-24,5
MNQ-54406-667,2024-07-21,65372-30248-XI,MN-100-P-16,4
MNQ-54406-667,2024-07-21,65372-30248-XI,MN-025-C-20,1
MNQ-54406-667,2024-07-21,65372-30248-XI,MN-075-C-20,5
NST-36203-017,2023-12-10,92910-41512-WN,ST-075-M-16,1
NST-36203-017,2023-12-10,92910-41512-WN,MA-025-C-16,2
NST-36203-017,2023-12-10,92910-41512-WN,MA-025-J-20,1
NST-36203-017,2023-12-10,92910-41512-WN,BS-100-P-24,5
NST-36203-017,2023-12-10,92910-41512-WN,CL-100-C-24,1
YHC-92649-785,2024-01-17,29432-99622-HE,MN-000-J-24,4
YHC-92649-785,2024-01-17,29432-99622-HE,MN-075-C-16,1
FTS-61416-866,2024-08-14,62198-71225-LE,BS-050-C-24,4
JOH-47421-463,2024-02-27,31346-09558-RF,MA-025-W-24,3
JOH-47421-463,2024-02-27,31346-09558-RF,MN-000-M-24,3
JOH-47421-463,2024-02-27,31346-09558-RF,BS-025-C-20,2
JOH-47421-463,2024-02-27,31346-09558-RF,TR-050-J-16,5
JOH-47421-463,2024-02-27,31346-09558-RF,PF-100-M-20,1
MYC-64657-698,2024-08-21,38548-67190-PW,PF-075-W-20,5
MYC-64657-698,2024-08-21,38548-67190-PW,PF-025-M-20,5
MYC-64657-698,2024-08-21,38548-67190-PW,CL-025-C-24,3
IKS-81220-850,2023-12-04,87220-87165-UL,CL-050-W-16,1
IKS-81220-850,2023-12-04,87220-87165-UL,TR-100-W-16,4
MOY-76827-934,2023-12-21,32761-50121-ZG,PF-000-C-20,5
MOY-76827-934,2023-12-21,32761-50121-ZG,ST-000-W-20,1
MOY-76827-934,2023-12-21,32761-50121-ZG,CL-075-C-16,3
MOY-76827-934,2023-12-21,32761-50121-ZG,MA-025-J-20,4
MOY-76827-934,2023-12-21,32761-50121-ZG,MA-025-W-20,2
WOH-61781-865,2024-07-09,22449-48432-LB,PF-025-J-24,1
WOH-61781-865,2024-07-09,22449-48432-LB,TR-025-C-16,2
WOH-61781-865,2024-07-09,22449-48432-LB,TR-075-W-16,1
WOH-61781-865,2024-07-09,22449-48432-LB,BS-100-J-24,1
YNV-01221-055,2023-11-14,11151-78642-FX,BS-075-P-24,5
YNV-01221-055,2023-11-14,11151-78642-FX,MA-100-M-20,1
YNV-01221-055,2023-11-14,11151-78642-FX,MN-100-W-16,4
QNV-01322-335,2024-05-25,03943-51475-SD,PF-000-W-20,4
QNV-01322-335,2024-05-25,03943-51475-SD,ST-000-M-20,3
QNV-01322-335,2024-05-25,03943-51475-SD,ST-025-P-24,2
QNV-01322-335,2024-05-25,03943-51475-SD,ST-050-C-16,1
QNV-01322-335,2024-05-25,03943-51475-SD,TR-050-M-16,2
ZTV-28336-862,2024-09-25,95667-32703-CF,BS-000-C-20,4
CWW-41407-135,2024-05-10,03943-51475-SD,PF-050-J-16,5
CWW-41407-135,2024-05-10,03943-51475-SD,TR-050-W-20,4
CWW-41407-135,2024-05-10,03943-51475-SD,BS-025-J-24,1
CWW-41407-135,2024-05-10,03943-51475-SD,CL-050-J-16,2
GGA-60563-248,2024-07-03,63436-12165-FZ,BS-000-J-16,4
GGA-60563-248,2024-07-03,63436-12165-FZ,PF-100-M-24,4
GGA-60563-248,2024-07-03,63436-12165-FZ,CL-050-P-20,2
CCG-40010-682,2023-11-07,99564-82812-UF,CL-000-C-24,3
CCG-40010-682,2023-11-07,99564-82812-UF,ST-000-J-20,2
CCG-40010-682,2023-11-07,99564-82812-UF,MN-100-W-24,2
CCG-40010-682,2023-11-07,99564-82812-UF,CL-075-C-20,4
BMR-46760-781,2024-06-16,94772-34918-DU,MN-025-P-20,4
BMR-46760-781,2024-06-16,94772-34918-DU,ST-000-J-20,5
BMR-46760-781,2024-06-16,94772-34918-DU,BS-000-W-16,1
BMR-46760-781,2024-06-16,94772-34918-DU,BS-075-M-20,3
BMR-46760-781,2024-06-16,94772-34918-DU,MA-000-M-24,2
BMR-62645-066,2024-06-06,48687-57897-LC,TR-100-P-20,4
BMR-62645-066,2024-06-06,48687-57897-LC,PF-000-M-24,4
BMR-62645-066,2024-06-06,48687-57897-LC,ST-025-P-24,4
BMR-62645-066,2024-06-06,48687-57897-LC,MN-075-J-24,3
BMR-62645-066,2024-06-06,48687-57897-LC,MA-000-M-24,3
MIK-99942-279,2024-05-26,29888-75464-DP,ST-050-C-20,5
MIK-99942-279,2024-05-26,29888-75464-DP,MA-075-J-20,4
MIK-99942-279,2024-05-26,29888-75464-DP,CL-025-P-24,2
BOH-49580-163,2024-03-19,22619-86603-NL,ST-025-W-20,4
BOH-49580-163,2024-03-19,22619-86603-NL,MN-050-P-16,5
BOH-49580-163,2024-03-19,22619-86603-NL,MN-025-M-24,1
DRI-28781-223,2024-03-12,50344-90400-FH,MN-000-J-20,3
DRI-28781-223,2024-03-12,50344-90400-FH,BS-100-C-20,3
DRI-28781-223,2024-03-12,50344-90400-FH,BS-050-P-16,4
DRI-28781-223,2024-03-12,50344-90400-FH,MN-075-J-20,3
BQD-64036-489,2024-10-20,43395-20003-GU,PF-075-J-16,5
BQD-64036-489,2024-10-20,43395-20003-GU,ST-075-M-16,4
BQD-64036-489,2024-10-20,43395-20003-GU,BS-075-J-20,3
BQD-64036-489,2024-10-20,43395-20003-GU,MA-100-W-24,3
BYB-88053-073,2023-11-11,59060-49763-IH,MA-100-J-16,2
QHQ-20743-538,2023-11-05,35622-11705-EF,BS-025-W-20,2
QHQ-20743-538,2023-11-05,35622-11705-EF,PF-100-M-24,1
QHQ-20743-538,2023-11-05,35622-11705-EF,CL-050-C-24,4
QHQ-20743-538,2023-11-05,35622-11705-EF,BS-025-M-16,2
DAM-02713-211,2024-10-13,59849-17037-WJ,BS-025-W-24,1
LCG-92771-685,2024-01-04,29643-12278-BL,TR-050-C-20,5
LCG-92771-685,2024-01-04,29643-12278-BL,TR-100-J-16,4
LCG-92771-685,2024-01-04,29643-12278-BL,CL-000-J-24,5
NEA-89018-505,2023-12-13,99758-36276-WZ,MA-000-J-24,3
NEA-89018-505,2023-12-13,99758-36276-WZ,BS-100-C-20,5
NEA-89018-505,2023-12-13,99758-36276-WZ,MA-000-C-16,1
EIX-75429-336,2024-01-13,75517-17604-VV,CL-000-C-20,5
EIX-75429-336,2024-01-13,75517-17604-VV,PF-050-C-20,3
